title,content,label,url
Bộ đội Việt Nam cùng quân khuyển xuất quân cứu hộ động đất Venezuela,Bộ đội Việt Nam cùng quân khuyển xuất quân cứu hộ động đất Venezuela. .,chinh_tri,https://vietnamnet.vn/bo-doi-viet-nam-cung-quan-khuyen-xuat-quan-cuu-ho-dong-dat-venezuela-2530269.html
Thủ tướng yêu cầu chọn tư vấn quốc tế cho dự án đường sắt cao tốc Bắc - Nam,Thủ tướng yêu cầu chọn tư vấn quốc tế cho dự án đường sắt cao tốc Bắc - Nam. .,chinh_tri,https://vietnamnet.vn/thu-tuong-yeu-cau-chon-tu-van-quoc-te-cho-du-an-duong-sat-cao-toc-bac-nam-2530146.html
Đại tướng Nguyễn Tân Cương động viên 82 chiến sĩ sang Venezuela cứu hộ,Đại tướng Nguyễn Tân Cương động viên 82 chiến sĩ sang Venezuela cứu hộ. .,chinh_tri,https://vietnamnet.vn/dai-tuong-nguyen-tan-cuong-dong-vien-82-chien-si-sang-venezuela-cuu-ho-2530332.html
5 công cụ cần trao cho chính quyền địa phương 2 cấp để không 'mạnh ai nấy làm',5 công cụ cần trao cho chính quyền địa phương 2 cấp để không 'mạnh ai nấy làm'. .,chinh_tri,https://vietnamnet.vn/5-cong-cu-can-trao-cho-chinh-quyen-dia-phuong-2-cap-de-khong-manh-ai-nay-lam-2527215.html
Phó Thủ tướng Nguyễn Văn Thắng làm Trưởng ban Ban chỉ đạo điều hành giá,Phó Thủ tướng Nguyễn Văn Thắng làm Trưởng ban Ban chỉ đạo điều hành giá. .,chinh_tri,https://vietnamnet.vn/pho-thu-tuong-nguyen-van-thang-lam-truong-ban-ban-chi-dao-dieu-hanh-gia-2530254.html
Đại gia trúng 'đất vàng' bỏ cọc; ông Phạm Nhật Vượng là cổ đông của LPBank,Đại gia trúng 'đất vàng' bỏ cọc; ông Phạm Nhật Vượng là cổ đông của LPBank. .,kinh_te,https://vietnamnet.vn/dai-gia-trung-dat-vang-bo-coc-ong-pham-nhat-vuong-la-co-dong-cua-lpbank-2530201.html
"Lương 30 triệu đồng/tháng, tiết kiệm gần 7 năm vẫn chưa dám vay mua nhà","Lương 30 triệu đồng/tháng, tiết kiệm gần 7 năm vẫn chưa dám vay mua nhà. .",kinh_te,https://vietnamnet.vn/luong-30-trieu-dong-thang-tiet-kiem-gan-7-nam-van-chua-dam-vay-mua-nha-2530124.html
Giá xăng dầu hôm nay 28/6: Thế giới và trong nước cùng có tuần giảm mạnh,Giá xăng dầu hôm nay 28/6: Thế giới và trong nước cùng có tuần giảm mạnh. .,kinh_te,https://vietnamnet.vn/gia-xang-dau-hom-nay-28-6-the-gioi-va-trong-nuoc-cung-co-tuan-giam-manh-2530192.html
Loạt iPhone giảm giá mạnh; máy lọc nước giá hơn 100 triệu đồng,Loạt iPhone giảm giá mạnh; máy lọc nước giá hơn 100 triệu đồng. .,kinh_te,https://vietnamnet.vn/loat-iphone-giam-gia-manh-may-loc-nuoc-gia-hon-100-trieu-dong-2530205.html
"Eo biển Hormuz thông tuyến, giá dầu lao dốc: 40 triệu thùng dầu chờ 'xả'","Eo biển Hormuz thông tuyến, giá dầu lao dốc: 40 triệu thùng dầu chờ 'xả'. .",kinh_te,https://vietnamnet.vn/eo-bien-hormuz-thong-tuyen-gia-dau-lao-doc-40-trieu-thung-dau-cho-xa-2530154.html
"Hoa khôi bóng chuyền Kiều Trinh khoe ảnh cực xinh, chờ ngày tái xuất","Hoa khôi bóng chuyền Kiều Trinh khoe ảnh cực xinh, chờ ngày tái xuất. .",the_thao,https://vietnamnet.vn/hoa-khoi-bong-chuyen-kieu-trinh-khoe-anh-cuc-xinh-cho-ngay-tai-xuat-2530148.html
Tuyển bóng chuyền U18 nữ Việt Nam thua Thái Lan 0-3 ở chung kết,Tuyển bóng chuyền U18 nữ Việt Nam thua Thái Lan 0-3 ở chung kết. .,the_thao,https://vietnamnet.vn/tuyen-bong-chuyen-u18-nu-viet-nam-thua-thai-lan-0-3-o-chung-ket-2530381.html
"Link xem trực tiếp bóng đá Nam Phi vs Canada, 2h ngày 29/6","Link xem trực tiếp bóng đá Nam Phi vs Canada, 2h ngày 29/6. .",the_thao,https://vietnamnet.vn/link-xem-truc-tiep-bong-da-nam-phi-vs-canada-world-cup-2026-2530369.html
Xác định 16 cặp đấu vòng knock-out World Cup 2026,Xác định 16 cặp đấu vòng knock-out World Cup 2026. .,the_thao,https://vietnamnet.vn/xac-dinh-16-cap-dau-vong-knock-out-world-cup-2026-2530133.html
Điều gì xảy ra với đường huyết khi bạn ăn khoai tây mỗi ngày?,Điều gì xảy ra với đường huyết khi bạn ăn khoai tây mỗi ngày?. .,y_te,https://vietnamnet.vn/dieu-gi-xay-ra-voi-duong-huyet-khi-ban-an-khoai-tay-moi-ngay-2530077.html
Ăn một quả chuối trước khi ngủ tác động ra sao tới cơ thể?,Ăn một quả chuối trước khi ngủ tác động ra sao tới cơ thể?. .,y_te,https://vietnamnet.vn/an-mot-qua-chuoi-truoc-khi-ngu-tac-dong-ra-sao-toi-co-the-2529284.html
Hầm xương lấy nước cho cả nhà dùng có tốt cho xương khớp?,Hầm xương lấy nước cho cả nhà dùng có tốt cho xương khớp?. .,y_te,https://vietnamnet.vn/ham-xuong-lay-nuoc-cho-ca-nha-dung-mong-tot-cho-xuong-khop-2529960.html
Khám chữa tại bệnh viện quốc tế có được thanh toán bảo hiểm y tế không?,Khám chữa tại bệnh viện quốc tế có được thanh toán bảo hiểm y tế không?. .,y_te,https://vietnamnet.vn/kham-benh-tai-benh-vien-quoc-te-co-duoc-thanh-toan-bao-hiem-y-te-khong-2529363.html
"Thứ trưởng Bộ Y tế: Người dân ăn thêm một đĩa rau, đi bộ 15 phút","Thứ trưởng Bộ Y tế: Người dân ăn thêm một đĩa rau, đi bộ 15 phút. .",y_te,https://vietnamnet.vn/thu-truong-bo-y-te-nguoi-dan-an-them-mot-dia-rau-di-bo-15-phut-2530213.html
Tốt nghiệp tiến sĩ tại Harvard dù từng 2 lần 'trượt' đại học trong nước,Tốt nghiệp tiến sĩ tại Harvard dù từng 2 lần 'trượt' đại học trong nước. .,giao_duc,https://vietnamnet.vn/tot-nghiep-tien-si-tai-harvard-du-tung-truot-dai-hoc-trong-nuoc-2529862.html
Bãi biển nào của Việt Nam ít người biết nhưng lọt vào top đẹp nhất thế giới?,Bãi biển nào của Việt Nam ít người biết nhưng lọt vào top đẹp nhất thế giới?. .,giao_duc,https://vietnamnet.vn/bai-bien-nao-cua-viet-nam-it-nguoi-biet-nhung-lot-vao-top-dep-nhat-the-gioi-2530138.html
Điều đặc biệt ở nam sinh thủ khoa lớp 10 chỉ mất 30 phút làm bài thi chuyên,Điều đặc biệt ở nam sinh thủ khoa lớp 10 chỉ mất 30 phút làm bài thi chuyên. .,giao_duc,https://vietnamnet.vn/dieu-dac-biet-o-nam-sinh-thu-khoa-lop-10-chi-mat-30-phut-lam-bai-thi-chuyen-2530253.html
